"행정구역별(1)",행정구역별(2),계,계,계,계,계,침엽수,침엽수,침엽수,침엽수,침엽수,활엽수,활엽수,활엽수,활엽수,활엽수,혼효림,혼효림,혼효림,혼효림,혼효림,죽림,죽림,죽림,죽림,죽림,무립목지,무립목지,무립목지,무립목지,무립목지
"충청남도",서산시,30142,30142,30142,30142,29744,16598,16598,16598,16598,15351,4850,4850,4850,4850,5308,7072,7072,7072,7072,7279,146,146,146,146,168,1476,1476,1476,1476,1638
"충청남도",논산시,22676,22676,22676,22676,22554,7063,7063,7063,7063,7394,7525,7525,7525,7525,7022,7064,7064,7064,7064,7039,158,158,158,158,140,866,866,866,866,959
"충청남도",계룡시,4003,4003,4003,4003,3961,1184,1184,1184,1184,1167,1236,1236,1236,1236,1165,1399,1399,1399,1399,1358,12,12,12,12,12,172,172,172,172,259
"충청남도",당진시,22230,22230,22230,22230,21841,9950,9950,9950,9950,10303,4435,4435,4435,4435,2776,5666,5666,5666,5666,6482,133,133,133,133,116,2046,2046,2046,2046,2164
"충청남도",금산군,40698,40698,40698,40698,40599,12102,12102,12102,12102,11461,13944,13944,13944,13944,13565,12828,12828,12828,12828,13377,19,19,19,19,17,1805,1805,1805,1805,2179
"충청남도",부여군,31964,31964,31964,31964,31692,9063,9063,9063,9063,10790,12352,12352,12352,12352,10831,9085,9085,9085,9085,8098,186,186,186,186,159,1278,1278,1278,1278,1814
"충청남도",서천군,15018,15018,15018,15018,14841,7314,7698,7314,7314,7800,2752,2998,2752,2752,2462,3001,2581,3001,3001,2658,262,92,262,262,237,1689,1649,1689,1689,1684
"충청남도",청양군,30710,30710,30710,30710,30466,10832,10832,10832,10832,11769,10008,10008,10008,10008,9035,7241,7241,7241,7241,6583,61,61,61,61,53,2568,2568,2568,2568,3026
"충청남도",홍성군,19174,19167,19174,19174,18834,10486,10495,10486,10486,10187,3973,3475,3973,3973,3127,4051,4691,4051,4051,4832,199,41,199,199,151,465,465,465,465,537
"충청남도",예산군,23462,23462,23462,23462,23225,9068,9068,9068,9068,9664,6990,6990,6990,6990,6609,6694,6694,6694,6694,6555,52,52,52,52,46,658,658,658,658,351
"충청남도",태안군,21947,21947,21947,21947,21708,14875,14875,14875,14875,15057,1125,1125,1125,1125,900,3195,3195,3195,3195,2767,136,136,136,136,171,2616,2616,2616,2616,2813
"전라북도",소계,443140,443140,443140,443140,440746,169220,169220,169220,169220,164696,161988,161988,161988,161988,153332,98001,98001,98001,98001,108009,1778,1778,1778,1778,1674,12153,12153,12153,12153,13035
"전라북도",전주시,6249,6249,6249,6249,6109,1893,1893,1893,1893,2042,2155,2155,2155,2155,1818,2037,2037,2037,2037,2134,40,40,40,40,39,124,124,124,124,76
"전라북도",군산시,8062,8062,8062,8062,7996,3645,3645,3645,3645,3693,1548,1548,1548,1548,1008,2140,2140,2140,2140,2124,264,264,264,264,234,465,465,465,465,937
"전라북도",익산시,12037,12037,12037,12037,11850,5398,5398,5398,5398,5903,2787,2787,2787,2787,2311,3207,3207,3207,3207,3007,241,241,241,241,215,404,404,404,404,414
"전라북도",정읍시,32420,32420,32420,32420,32142,15803,15803,15803,15803,15891,9296,9296,9296,9296,9290,6579,6579,6579,6579,6309,235,235,235,235,233,507,507,507,507,419
"전라북도",남원시,46910,46910,46910,46910,46604,25821,25821,25821,25821,25130,10215,10215,10215,10215,11288,10072,10072,10072,10072,9292,159,159,159,159,146,643,643,643,643,748
"전라북도",김제시,9202,9202,9202,9202,9045,5413,5413,5413,5413,5027,1640,1640,1640,1640,1647,1976,1976,1976,1976,1879,103,103,103,103,105,70,70,70,70,387
"전라북도",완주군,58716,58716,58716,58716,58592,13848,13848,13848,13848,13729,33961,33961,33961,33961,27823,8077,8077,8077,8077,14098,139,139,139,139,123,2691,2691,2691,2691,2819
"전라북도",진안군,59696,59696,59696,59696,59406,16953,16953,16953,16953,15524,28379,28379,28379,28379,26959,13599,13599,13599,13599,15872,12,12,12,12,12,753,753,753,753,1039
"전라북도",무주군,51626,51626,51626,51626,51547,14085,14085,14085,14085,13660,21855,21855,21855,21855,22122,14663,14663,14663,14663,14581,11,11,11,11,12,1012,1012,1012,1012,1172
"전라북도",장수군,40101,40101,40101,40101,39963,13526,13526,13526,13526,12818,17187,17187,17187,17187,17663,8596,8596,8596,8596,9102,25,25,25,25,24,767,767,767,767,356
"전라북도",임실군,41331,41331,41331,41331,41239,16282,16282,16282,16282,15781,16221,16221,16221,16221,12976,7645,7645,7645,7645,11323,107,107,107,107,103,1076,1076,1076,1076,1056
"전라북도",순창군,32954,32954,32954,32954,32812,13525,13525,13525,13525,13260,10831,10831,10831,10831,10696,6695,6695,6695,6695,7003,168,168,168,168,170,1735,1735,1735,1735,1683
"전라북도",고창군,23102,23102,23102,23102,22864,14040,14040,14040,14040,13568,2823,2823,2823,2823,3466,5431,5431,5431,5431,5051,209,209,209,209,188,599,599,599,599,591
"전라북도",부안군,20734,20734,20734,20734,20577,8988,8988,8988,8988,8670,3090,3090,3090,3090,4265,7284,7284,7284,7284,6234,65,65,65,65,70,1307,1307,1307,1307,1338
"전라남도",소계,690237,690237,690237,690237,686852,290074,290074,290074,290074,301854,170472,170472,170472,170472,168489,193543,193543,193543,193543,177242,8119,8119,8119,8119,8042,28029,28029,28029,28029,31225
"전라남도",목포시,1159,1159,1159,1159,1111,414,414,414,414,467,66,66,66,66,30,461,461,461,461,369,12,12,12,12,10,206,206,206,206,235
"전라남도",여수시,30639,30639,30639,30639,30328,11308,11308,11308,11308,12544,5649,5649,5649,5649,5435,11113,11113,11113,11113,9717,242,242,242,242,259,2327,2327,2327,2327,2373
"전라남도",순천시,62645,62645,62645,62645,62162,28428,28428,28428,28428,28310,16413,16413,16413,16413,16981,14552,14552,14552,14552,11825,580,580,580,580,666,2672,2672,2672,2672,4380
"전라남도",나주시,22770,22770,22770,22770,22512,10151,10151,10151,10151,10267,3536,3536,3536,3536,3941,8316,8316,8316,8316,7635,555,555,555,555,441,212,212,212,212,228
"전라남도",광양시,30296,30296,30296,30296,30104,8193,8193,8193,8193,8929,15123,15123,15123,15123,15145,6324,6324,6324,6324,5341,275,275,275,275,243,381,381,381,381,446
"전라남도",담양군,27593,27593,27593,27593,27447,10062,10062,10062,10062,10151,8161,8161,8161,8161,7787,6908,6908,6908,6908,6976,899,899,899,899,874,1563,1563,1563,1563,1659
"전라남도",곡성군,38398,38398,38398,38398,38337,19024,19024,19024,19024,19147,8543,8543,8543,8543,9108,9542,9542,9542,9542,8661,327,327,327,327,350,962,962,962,962,1071
"전라남도",구례군,34819,34819,34819,34819,34747,9169,9169,9169,9169,10236,14599,14599,14599,14599,14244,6059,6059,6059,6059,5419,221,221,221,221,230,4771,4771,4771,4771,4618
"전라남도",고흥군,46034,46034,46034,46034,45852,21459,21459,21459,21459,20808,7137,7137,7137,7137,8124,15335,15335,15335,15335,14350,397,397,397,397,486,1706,1706,1706,1706,2084
"전라남도",보성군,40947,40947,40947,40947,40872,17543,17543,17543,17543,17834,9326,9326,9326,9326,10436,11687,11687,11687,11687,9962,722,722,722,722,698,1669,1669,1669,1669,1942
"전라남도",화순군,55929,55929,55929,55929,55851,21811,21811,21811,21811,22558,15159,15159,15159,15159,14508,17266,17266,17266,17266,16911,429,429,429,429,441,1264,1264,1264,1264,1433
"전라남도",장흥군,39964,39964,39964,39964,39928,16475,16475,16475,16475,17097,11028,11028,11028,11028,10261,8887,8887,8887,8887,9121,617,617,617,617,571,2957,2957,2957,2957,2878
"전라남도",강진군,28772,28772,28772,28772,28678,11878,11878,11878,11878,12220,7250,7250,7250,7250,6862,8258,8258,8258,8258,8114,503,503,503,503,413,883,883,883,883,1069
"전라남도",해남군,44632,44632,44632,44632,44278,24855,24855,24855,24855,22590,7737,7737,7737,7737,9185,9220,9220,9220,9220,9355,483,483,483,483,411,2337,2337,2337,2337,2737
"전라남도",영암군,22567,22567,22567,22567,22250,7006,7006,7006,7006,7762,5211,5211,5211,5211,4911,9142,9142,9142,9142,8605,524,524,524,524,460,684,684,684,684,512
"전라남도",무안군,13069,13069,13069,13069,12951,6249,6249,6249,6249,6394,1413,1413,1413,1413,1513,5174,5174,5174,5174,4706,217,217,217,217,217,16,16,16,16,121
"전라남도",함평군,16793,16793,16793,16793,16742,7117,7117,7117,7117,7703,3687,3687,3687,3687,3384,5639,5639,5639,5639,5275,251,251,251,251,242,99,99,99,99,138
"전라남도",영광군,20605,20605,20605,20605,20505,9306,9306,9306,9306,10207,3871,3871,3871,3871,3762,6896,6896,6896,6896,5880,186,186,186,186,192,346,346,346,346,464
"전라남도",장성군,31509,31509,31509,31509,31321,14228,14228,14228,14228,13919,8957,8957,8957,8957,9161,7599,7599,7599,7599,7377,331,331,331,331,318,394,394,394,394,546
"전라남도",완도군,25639,25639,25639,25639,25629,10809,10809,10809,10809,13171,9850,9850,9850,9850,6480,3847,3847,3847,3847,4763,74,74,74,74,163,1059,1059,1059,1059,1052
"전라남도",진도군,24803,24803,24803,24803,24709,11761,11761,11761,11761,12243,4815,4815,4815,4815,4948,7070,7070,7070,7070,6594,120,120,120,120,149,1037,1037,1037,1037,775
"전라남도",신안군,30655,30655,30655,30655,30538,12828,12828,12828,12828,17297,2941,2941,2941,2941,2283,14248,14248,14248,14248,10286,154,154,154,154,208,484,484,484,484,464
"경상북도",소계,1337741,1337741,1337741,1337741,1069940,567171,567171,567171,567171,459873,350063,350063,350063,350063,260503,389727,389727,389727,389727,306877,1983,1983,1983,1983,1628,28797,28797,28797,28797,41059
"경상북도",포항시,75207,75207,75207,75207,66459,23263,23263,23263,23263,21112,25467,25467,25467,25467,19699,24221,24221,24221,24221,22982,318,318,318,318,312,1938,1938,1938,1938,2354
"경상북도",경주시,89275,89275,89275,89275,84289,36240,36240,36240,36240,33668,28490,28490,28490,28490,22991,21205,21205,21205,21205,23352,358,358,358,358,344,2982,2982,2982,2982,3934
"경상북도",김천시,69768,69768,69768,69768,59934,16985,16985,16985,16985,15104,27690,27690,27690,27690,19487,22973,22973,22973,22973,22611,223,223,223,223,191,1897,1897,1897,1897,2541
"경상북도",안동시,106518,106518,106518,106518,98312,58172,58172,58172,58172,52555,17652,17652,17652,17652,16529,29004,29004,29004,29004,24587,24,24,24,24,12,1666,1666,1666,1666,4629
"경상북도",구미시,34162,34162,34162,34162,32200,15544,15544,15544,15544,13978,6987,6987,6987,6987,7537,10419,10419,10419,10419,9268,107,107,107,107,81,1105,1105,1105,1105,1336
"경상북도",영주시,41016,41016,41016,41016,26500,19357,19357,19357,19357,12847,8503,8503,8503,8503,4445,11861,11861,11861,11861,7698,9,9,9,9,4,1286,1286,1286,1286,1506
"경상북도",영천시,62252,62252,62252,62252,57733,26344,26344,26344,26344,25134,16257,16257,16257,16257,13949,17739,17739,17739,17739,15340,67,67,67,67,63,1845,1845,1845,1845,3247
"경상북도",상주시,82249,82249,82249,82249,73277,30143,30143,30143,30143,25151,28649,28649,28649,28649,24421,22180,22180,22180,22180,21226,97,97,97,97,51,1180,1180,1180,1180,2428
"경상북도",문경시,68566,68566,68566,68566,54120,21227,21227,21227,21227,16136,26021,26021,26021,26021,18440,19967,19967,19967,19967,17025,17,17,17,17,9,1334,1334,1334,1334,2510
"경상북도",경산시,23188,23188,23188,23188,22111,9178,9178,9178,9178,8682,5835,5835,5835,5835,5647,7856,7856,7856,7856,7100,57,57,57,57,45,262,262,262,262,637
"경상북도",군위군,46250,46250,46250,46250,44266,19953,19953,19953,19953,20598,10926,10926,10926,10926,10127,13959,13959,13959,13959,11200,18,18,18,18,12,1394,1394,1394,1394,2329
"경상북도",의성군,78991,78991,78991,78991,75550,37213,37213,37213,37213,39133,15943,15943,15943,15943,14683,25001,25001,25001,25001,20782,10,10,10,10,5,824,824,824,824,947
"경상북도",청송군,66487,66487,66487,66487,57109,26306,26306,26306,26306,24079,18880,18880,18880,18880,16150,20608,20608,20608,20608,15820,2,2,2,2,2,691,691,691,691,1058
"경상북도",영양군,65764,65764,65764,65764,28901,30622,30622,30622,30622,15299,14885,14885,14885,14885,5091,19545,19545,19545,19545,8079,1,1,1,1,-,711,711,711,711,432
"경상북도",영덕군,59486,59486,59486,59486,38092,24430,24430,24430,24430,16814,14534,14534,14534,14534,7922,19640,19640,19640,19640,11781,78,78,78,78,52,804,804,804,804,1523
"경상북도",청도군,50558,50558,50558,50558,45206,22398,22398,22398,22398,20344,13292,13292,13292,13292,11403,14225,14225,14225,14225,11966,148,148,148,148,113,495,495,495,495,1380
"경상북도",고령군,24327,24327,24327,24327,23591,12604,12604,12604,12604,11984,3651,3651,3651,3651,3593,7465,7465,7465,7465,7081,114,114,114,114,76,493,493,493,493,857
"경상북도",성주군,40580,40580,40580,40580,38389,13845,13845,13845,13845,14110,11749,11749,11749,11749,10186,13822,13822,13822,13822,12812,141,141,141,141,117,1023,1023,1023,1023,1164
"경상북도",칠곡군,29185,29185,29185,29185,26921,9619,9619,9619,9619,9177,8872,8872,8872,8872,7589,9260,9260,9260,9260,7632,40,40,40,40,39,1394,1394,1394,1394,2484
"경상북도",예천군,35560,35560,35560,35560,33331,12791,12791,12791,12791,13350,11217,11217,11217,11217,7476,9980,9980,9980,9980,10702,21,21,21,21,5,1551,1551,1551,1551,1798
"경상북도",봉화군,98054,98054,98054,98054,45428,52134,52134,52134,52134,28320,19447,19447,19447,19447,7051,24897,24897,24897,24897,9338,1,1,1,1,1,1575,1575,1575,1575,718
"경상북도",울진군,84212,84212,84212,84212,34689,48183,48183,48183,48183,21907,11649,11649,11649,11649,4231,23178,23178,23178,23178,7904,91,91,91,91,58,1111,1111,1111,1111,589
"경상북도",울릉군,6086,6086,6086,6086,3532,620,620,620,620,391,3467,3467,3467,3467,1856,722,722,722,722,591,41,41,41,41,36,1236,1236,1236,1236,658
"경상남도",소계,701903,701903,701903,701903,698810,313753,313753,313753,313753,313362,179608,179608,179608,179608,178532,184775,184775,184775,184775,175614,6602,7121,7121,7121,6102,17165,16646,16646,16646,25200
"경상남도",창원시,42614,42614,42614,42614,42385,19366,19366,19366,19366,18351,8136,8136,8136,8136,9545,13040,13040,13040,13040,12393,333,333,333,333,183,1739,1739,1739,1739,1913
"경상남도",진주시,42203,42203,42203,42203,42051,19771,19771,19771,19771,22452,9900,9900,9900,9900,9491,11041,11041,11041,11041,8091,999,999,999,999,859,492,492,492,492,1158
"경상남도",통영시,15292,15292,15292,15292,15236,9963,9963,9963,9963,9161,1150,1150,1150,1150,1596,3882,3882,3882,3882,3985,85,85,85,85,93,212,212,212,212,401
"경상남도",사천시,23037,23037,23037,23037,22834,11136,11136,11136,11136,12050,4528,4528,4528,4528,4041,5615,5615,5615,5615,4166,588,588,588,588,512,1170,1170,1170,1170,2065
"경상남도",김해시,23843,23843,23843,23843,23640,9824,9824,9824,9824,8886,5780,5780,5780,5780,6434,7527,7527,7527,7527,6915,216,216,216,216,118,496,496,496,496,1287
"경상남도",밀양시,51349,51349,51349,51349,51109,23605,23605,23605,23605,22127,12490,12490,12490,12490,13489,13899,13899,13899,13899,13792,313,313,313,313,258,1042,1042,1042,1042,1443
"경상남도",거제시,28437,28437,28437,28437,28320,14029,14029,14029,14029,13567,5011,5011,5011,5011,5433,8563,8563,8563,8563,7295,0,519,519,519,519,834,315,315,315,1506
"경상남도",양산시,36243,36243,36243,36243,35918,9192,9192,9192,9192,8513,19531,19531,19531,19531,14706,5071,5071,5071,5071,10057,187,187,187,187,144,2262,2262,2262,2262,2498
"경상남도",의령군,32991,32991,32991,32991,32920,16607,16607,16607,16607,16357,6693,6693,6693,6693,6453,8955,8955,8955,8955,9172,433,433,433,433,362,303,303,303,303,576
"경상남도",함안군,21371,21371,21371,21371,21282,11011,11011,11011,11011,10476,3966,3966,3966,3966,3708,5903,5903,5903,5903,6334,307,307,307,307,222,184,184,184,184,542
"경상남도",창녕군,28899,28899,28899,28899,28901,18543,18543,18543,18543,17491,2891,2891,2891,2891,2528,6944,6944,6944,6944,6594,255,255,255,255,182,266,266,266,266,2106
"경상남도",고성군,34112,34112,34112,34112,33941,17733,17733,17733,17733,18133,5222,5222,5222,5222,5900,9694,9694,9694,9694,8602,395,395,395,395,289,1068,1068,1068,1068,1017
"경상남도",남해군,23909,23909,23909,23909,23763,10007,10007,10007,10007,11714,4838,4838,4838,4838,4228,7517,7517,7517,7517,6234,243,243,243,243,248,1304,1304,1304,1304,1339
"경상남도",하동군,48715,48715,48715,48715,48540,16541,16541,16541,16541,18854,19460,19460,19460,19460,19001,10290,10290,10290,10290,8294,1109,1109,1109,1109,1056,1315,1315,1315,1315,1335
"경상남도",산청군,61226,61226,61226,61226,60891,22646,22646,22646,22646,22905,23959,23959,23959,23959,24312,12743,12743,12743,12743,11680,575,575,575,575,540,1303,1303,1303,1303,1454
"경상남도",함양군,55263,55263,55263,55263,54985,20614,20614,20614,20614,20054,20234,20234,20234,20234,20257,13482,13482,13482,13482,13642,123,123,123,123,116,810,810,810,810,916
"경상남도",거창군,60985,60985,60985,60985,60810,27532,27532,27532,27532,26864,12909,12909,12909,12909,13827,19385,19385,19385,19385,18474,105,105,105,105,102,1054,1054,1054,1054,1543
"경상남도",합천군,71414,71414,71414,71414,71284,35633,35633,35633,35633,35407,12910,12910,12910,12910,13583,21224,21224,21224,21224,19894,336,336,336,336,299,1311,1311,1311,1311,2101
"제주특별자치도",소계,88022,88022,88022,88022,87334,21628,21628,21628,21628,21603,30599,30599,30599,30599,28384,12601,12601,12601,12601,14033,86,86,86,86,90,23108,23108,23108,23108,23224
"제주특별자치도",제주시,44744,44744,44744,44744,44499,12434,12434,12434,12434,12010,17053,17053,17053,17053,14417,3911,3911,3911,3911,6180,47,47,47,47,51,11299,11299,11299,11299,11841
"제주특별자치도",서귀포시,43278,43278,43278,43278,42835,9194,9194,9194,9194,9593,13546,13546,13546,13546,13967,8690,8690,8690,8690,7853,39,39,39,39,39,11809,11809,11809,11809,11383
