,시도,일시,fire,평균기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),최대 풍속(m/s),평균 풍속(m/s),최저기온(°C)
36900,경남,2024-04-24,0,14.807142857142859,22.5,8.4,73.63571428571429,6.1,1.542857142857143,7.6
36901,경남,2024-04-25,0,16.65,28.4,0.0,66.00714285714285,4.9,1.2785714285714285,4.9
36902,경남,2024-04-26,0,16.257142857142856,25.4,0.0,77.77142857142857,6.3,0.9,9.2
36903,경남,2024-04-27,0,18.842857142857145,30.2,0.0,68.74285714285715,5.3,1.0285714285714287,8.6
36904,경남,2024-04-28,0,19.135714285714283,30.0,0.0,67.59285714285714,5.1,1.2571428571428573,7.9
36905,경남,2024-04-29,0,14.935714285714285,19.2,547.5,90.63571428571429,6.0,1.5857142857142856,12.9
36906,경남,2024-04-30,0,17.478571428571428,24.3,3.4000000000000004,81.82142857142857,5.1,1.3,12.6
36907,경남,2024-05-01,0,14.135714285714286,20.3,31.5,70.37142857142857,6.9,1.8499999999999999,7.3
36908,경남,2024-05-02,0,14.6,25.4,0.0,65.38571428571429,6.3,1.342857142857143,5.0
36909,경남,2024-05-03,0,16.97142857142857,28.4,0.0,62.40714285714286,5.5,1.1142857142857143,6.2
36910,경남,2024-05-04,0,18.62857142857143,27.7,0.2,63.278571428571425,4.8,1.1500000000000001,6.9
36911,경남,2024-05-05,0,17.87857142857143,21.4,1143.5,89.76428571428572,12.3,2.507142857142857,15.5
36912,경남,2024-05-06,0,18.357142857142858,24.9,378.59999999999997,79.77142857142857,12.8,2.3214285714285716,13.8
36913,경남,2024-05-07,0,15.257142857142856,22.9,105.10000000000001,79.36428571428571,5.9,1.7714285714285716,9.7
36914,경남,2024-05-08,0,13.6,19.8,14.1,70.77857142857142,5.7,1.7642857142857142,7.3
36915,경남,2024-05-09,0,15.842857142857143,26.1,0.0,66.27857142857142,5.5,1.4857142857142858,4.7
36916,경남,2024-05-10,0,18.035714285714285,28.2,0.0,58.22857142857142,6.7,1.5785714285714287,5.8
36917,경남,2024-05-11,0,18.87857142857143,25.7,80.9,78.23571428571428,9.1,2.4285714285714284,7.0
36918,경남,2024-05-12,0,18.785714285714285,25.6,168.7,68.35,9.2,1.5785714285714287,10.4
36919,경남,2024-05-13,0,17.364285714285714,26.8,0.0,58.771428571428565,5.9,1.4214285714285713,6.9
36920,경남,2024-05-14,0,18.3,28.2,0.0,62.67142857142857,6.0,1.157142857142857,6.5
36921,경남,2024-05-15,0,17.657142857142855,28.0,9.9,63.357142857142854,10.5,2.1142857142857143,8.1
36922,경남,2024-05-16,0,16.29285714285714,24.3,9.3,48.41428571428571,10.1,3.2714285714285714,6.9
36923,경남,2024-05-17,0,18.414285714285715,28.0,0.0,55.885714285714286,8.7,1.75,6.8
36924,경남,2024-05-18,0,19.428571428571427,29.7,0.0,60.042857142857144,5.7,1.2571428571428573,6.5
36925,경남,2024-05-19,0,20.978571428571428,31.6,0.0,54.1,5.0,1.1357142857142857,8.7
36926,경남,2024-05-20,0,21.521428571428572,31.8,0.0,56.042857142857144,5.0,1.2214285714285715,9.5
36927,경남,2024-05-21,0,19.414285714285715,27.6,0.0,70.79285714285714,5.0,1.55,10.4
36928,경남,2024-05-22,0,20.24285714285714,30.7,0.0,68.46428571428571,4.555555555555555,1.2801587301587303,12.1
36929,경남,2024-05-23,0,22.92142857142857,33.4,0.0,63.25714285714286,5.1,1.2857142857142858,14.2
36930,경남,2024-05-24,0,22.0,32.5,0.0,61.07857142857143,6.2,1.592857142857143,11.3
36931,경남,2024-05-25,0,19.764285714285712,25.8,0.0,55.221428571428575,5.0,1.6214285714285714,13.1
36932,경남,2024-05-26,0,19.62142857142857,27.3,138.4,78.27142857142857,9.6,1.9285714285714286,10.1
36933,경남,2024-05-27,0,21.49285714285714,27.6,4.8,57.221428571428575,7.7,2.2,13.4
36934,경남,2024-05-28,0,19.385714285714283,27.0,0.0,58.56428571428571,6.8,1.7357142857142858,10.3
36935,경남,2024-05-29,0,19.849999999999998,30.1,0.0,64.65714285714286,4.7,1.1785714285714286,8.4
36936,경남,2024-05-30,0,19.764285714285712,27.8,3.0,68.61428571428571,3.6,0.8428571428571429,13.0
36937,경남,2024-05-31,0,22.00714285714286,30.9,3.3,60.98571428571428,5.5,1.5642857142857143,15.3
36938,경남,2024-06-01,0,21.25,29.6,0.0,57.978571428571435,5.4,1.7142857142857142,13.4
36939,경남,2024-06-02,0,20.185714285714287,29.6,0.0,62.07142857142857,5.9,1.6071428571428572,9.8
36940,경남,2024-06-03,0,19.142857142857142,27.8,3.1,71.67142857142856,6.5,1.3571428571428572,10.6
36941,경남,2024-06-04,0,20.071428571428573,28.7,0.0,62.971428571428575,5.9,1.457142857142857,12.9
36942,경남,2024-06-05,0,20.37142857142857,30.1,0.0,64.32142857142857,5.2,1.2785714285714285,9.3
36943,경남,2024-06-06,0,20.164285714285715,27.9,0.0,69.52142857142857,4.9,1.0714285714285714,13.1
36944,경남,2024-06-07,0,21.87857142857143,29.9,0.1,62.392857142857146,4.4,1.207142857142857,11.8
36945,경남,2024-06-08,0,19.150000000000002,24.4,392.1,90.67142857142858,4.4,0.9142857142857144,16.4
36946,경남,2024-06-09,0,22.161111111111108,29.7,13.0,82.32142857142857,4.2,1.1285714285714286,16.5
36947,경남,2024-06-10,0,23.785714285714285,33.4,0.0,72.9,4.8,1.3357142857142856,14.0
36948,경남,2024-06-11,0,24.62857142857143,34.3,0.0,67.54285714285714,5.9,1.3142857142857143,16.7
36949,경남,2024-06-12,0,24.714285714285715,34.3,14.200000000000001,68.92857142857143,5.1,1.1857142857142857,17.0
36950,경남,2024-06-13,0,25.62142857142857,36.9,0.0,64.95714285714286,5.3,1.1357142857142857,15.8
36951,경남,2024-06-14,0,25.192857142857143,34.5,0.0,65.64285714285714,5.2,1.3285714285714287,16.2
36952,경남,2024-06-15,0,25.664285714285715,34.0,87.10000000000001,70.7,5.7,1.3785714285714286,18.2
36953,경남,2024-06-16,0,25.071428571428573,33.1,0.0,65.17142857142856,5.4,1.5571428571428572,17.4
36954,경남,2024-06-17,0,22.114285714285717,30.0,0.0,69.70714285714286,5.2,0.9,13.4
36955,경남,2024-06-18,0,25.392857142857142,35.7,0.0,58.292857142857144,6.1,1.3785714285714286,13.1
36956,경남,2024-06-19,0,25.87142857142857,36.6,0.0,59.714285714285715,5.3,1.2642857142857142,15.2
36957,경남,2024-06-20,0,22.364285714285717,27.2,1.0,73.50714285714285,4.8,0.9785714285714285,15.8
36958,경남,2024-06-21,0,24.87142857142857,32.6,0.0,71.45714285714286,5.0,1.4000000000000001,18.4
36959,경남,2024-06-22,0,23.22142857142857,26.6,546.0,92.79285714285713,9.8,1.3142857142857145,20.6
36960,경남,2024-06-23,0,25.064285714285713,31.2,3.5,82.15714285714286,6.3,1.7928571428571427,20.7
36961,경남,2024-06-24,0,24.87857142857143,31.1,0.3,78.52857142857144,7.4,1.8928571428571428,19.6
36962,경남,2024-06-25,0,23.664285714285715,30.7,0.0,60.26428571428572,5.4,1.4857142857142858,16.8
36963,경남,2024-06-26,0,22.864285714285717,31.4,0.0,62.81428571428571,4.7,1.092857142857143,13.2
36964,경남,2024-06-27,0,20.12857142857143,26.5,28.4,77.36428571428571,4.7,0.7285714285714285,14.9
36965,경남,2024-06-28,0,24.02857142857143,33.6,1.4,75.05,5.6,1.3714285714285714,15.1
36966,경남,2024-06-29,0,23.271428571428572,28.1,844.5,90.04285714285713,10.7,1.5,19.1
36967,경남,2024-06-30,0,24.792857142857144,29.7,628.6,91.73571428571428,12.2,2.414285714285714,21.7
36968,경남,2024-07-01,0,26.24285714285714,33.0,4.3,81.14285714285714,5.2,1.3642857142857143,21.2
36969,경남,2024-07-02,0,25.27857142857143,30.5,490.3,91.55714285714285,9.1,1.907142857142857,22.0
36970,경남,2024-07-03,0,26.707142857142856,33.8,68.7,83.16428571428571,10.6,2.4071428571428575,21.6
36971,경남,2024-07-04,0,27.092857142857145,34.4,0.1,78.97142857142856,6.0,1.8214285714285714,18.8
36972,경남,2024-07-05,0,27.47142857142857,33.7,47.0,76.64285714285714,6.5,2.25,22.4
36973,경남,2024-07-06,0,26.935714285714287,33.3,1.4,81.76428571428572,7.8,2.207142857142857,21.9
36974,경남,2024-07-07,0,27.50714285714286,32.4,1.4,82.10714285714286,7.3,2.3785714285714286,23.2
36975,경남,2024-07-08,0,26.464285714285715,30.1,45.300000000000004,87.43571428571428,7.8,1.9357142857142857,22.9
36976,경남,2024-07-09,0,25.45,28.9,480.4,92.17142857142858,6.9,1.342857142857143,20.6
36977,경남,2024-07-10,0,25.400000000000002,32.2,397.2,88.07142857142857,11.9,2.4285714285714284,21.2
36978,경남,2024-07-11,0,24.021428571428572,29.0,112.7,88.39999999999999,4.7,0.9571428571428572,20.9
36979,경남,2024-07-12,0,25.214285714285715,33.1,0.1,81.63571428571429,5.3,1.1642857142857144,19.1
36980,경남,2024-07-13,0,24.72142857142857,30.7,4.8,82.84285714285714,3.6,1.042857142857143,20.1
36981,경남,2024-07-14,0,23.514285714285712,27.2,654.3,93.60000000000001,5.9,1.0,21.5
36982,경남,2024-07-15,0,24.52857142857143,29.4,23.6,88.13571428571429,4.2,1.092857142857143,21.6
36983,경남,2024-07-16,0,23.692857142857143,27.7,679.4,94.80714285714285,5.1,0.8714285714285713,21.6
36984,경남,2024-07-17,0,26.285714285714285,32.0,2.2,88.20714285714287,7.4,1.6428571428571428,21.2
36985,경남,2024-07-18,0,26.835714285714285,31.1,49.8,86.72857142857143,10.9,2.4214285714285713,22.6
36986,경남,2024-07-19,0,25.285714285714285,29.5,219.4,89.65714285714286,6.3,1.25,21.5
36987,경남,2024-07-20,0,26.614285714285717,33.0,188.5,85.47857142857143,10.0,1.542857142857143,21.1
36988,경남,2024-07-21,0,28.285714285714285,34.1,75.0,80.21428571428571,10.6,2.007142857142857,23.0
36989,경남,2024-07-22,0,28.74285714285714,34.3,4.7,79.57857142857142,7.4,2.007142857142857,22.9
36990,경남,2024-07-23,0,28.835714285714285,33.9,20.5,80.29285714285713,8.1,2.0214285714285714,24.0
36991,경남,2024-07-24,0,27.235714285714288,33.4,136.6,87.49285714285713,6.9,1.4571428571428573,23.3
36992,경남,2024-07-25,0,28.735714285714288,35.4,18.5,81.26428571428572,4.5,1.25,23.3
36993,경남,2024-07-26,0,27.87142857142857,34.2,98.4,84.14285714285714,5.8,1.7785714285714285,24.3
36994,경남,2024-07-27,0,28.42142857142857,33.5,70.5,84.89285714285714,6.1,1.9000000000000001,23.9
36995,경남,2024-07-28,0,29.178571428571427,35.2,1.6,78.57857142857142,6.2,1.7714285714285716,22.7
36996,경남,2024-07-29,0,29.37142857142857,36.5,0.0,74.55,7.3,1.8642857142857143,21.8
36997,경남,2024-07-30,0,29.592857142857145,37.7,0.0,72.37857142857142,5.5,1.5571428571428572,22.1
36998,경남,2024-07-31,0,29.55,36.8,0.0,75.18571428571428,5.0,1.4642857142857142,20.8
36999,경남,2024-08-01,0,29.385714285714283,36.1,0.0,78.03571428571429,5.9,1.45,22.7
37000,경남,2024-08-02,0,30.17142857142857,37.1,6.2,77.58571428571429,5.3,1.407142857142857,24.7
37001,경남,2024-08-03,0,30.614285714285717,39.3,32.3,78.50714285714285,8.3,1.0785714285714285,24.0
37002,경남,2024-08-04,0,29.36190476190476,36.6,69.9,82.10952380952381,5.2,1.1,23.12222222222222
37003,경남,2024-08-05,0,28.658730158730158,36.7,15.5,79.91904761904762,7.1,1.207142857142857,23.25555555555556
37004,경남,2024-08-06,0,28.214285714285715,35.9,48.8,81.16428571428571,5.6,1.092857142857143,23.1
37005,경남,2024-08-07,0,29.071428571428573,37.0,19.1,79.18571428571428,5.1,1.092857142857143,23.2
37006,경남,2024-08-08,0,28.849999999999998,37.6,90.89999999999999,78.72142857142856,7.3,1.0785714285714285,22.7
37007,경남,2024-08-09,0,28.62857142857143,36.0,9.1,76.47857142857143,4.8,1.05,20.6
37008,경남,2024-08-10,0,28.650000000000002,36.2,0.0,77.31428571428572,5.5,1.207142857142857,22.1
37009,경남,2024-08-11,0,28.642857142857142,35.9,0.0,74.33571428571429,5.5,1.207142857142857,23.7
37010,경남,2024-08-12,0,28.5,36.4,0.0,72.27857142857142,5.0,1.25,22.8
37011,경남,2024-08-13,0,28.314285714285713,35.9,0.0,70.77142857142857,4.9,1.3285714285714287,21.7
37012,경남,2024-08-14,0,28.457142857142856,36.3,0.6,72.56428571428572,5.2,1.2785714285714285,19.2
37013,경남,2024-08-15,0,28.55,36.5,52.699999999999996,74.87857142857142,5.1,1.2857142857142858,21.2
37014,경남,2024-08-16,0,28.364285714285717,35.9,12.1,74.75714285714285,4.7,1.207142857142857,21.9
37015,경남,2024-08-17,0,28.52857142857143,36.4,5.4,74.67142857142858,5.3,1.25,22.7
37016,경남,2024-08-18,0,28.292857142857144,35.8,0.0,73.2,4.7,1.3071428571428572,22.4
37017,경남,2024-08-19,0,28.87142857142857,35.6,4.2,76.52142857142857,4.0,1.2214285714285715,21.8
37018,경남,2024-08-20,0,28.385714285714283,35.0,314.4,85.77857142857144,8.6,1.8285714285714287,24.0
37019,경남,2024-08-21,0,27.87063492063492,33.1,392.6,89.26428571428572,8.2,1.7357142857142858,22.16666666666667
37020,경남,2024-08-22,0,28.52857142857143,34.1,67.6,85.72857142857143,8.5,1.9785714285714284,23.2
37021,경남,2024-08-23,0,28.650000000000002,36.0,0.0,77.08571428571429,4.5,1.207142857142857,21.1
37022,경남,2024-08-24,0,28.599999999999998,36.4,0.0,78.05714285714285,4.6,1.0285714285714287,21.6
37023,경남,2024-08-25,0,28.3,35.9,0.0,79.17857142857143,4.5,1.0714285714285714,22.2
37024,경남,2024-08-26,0,28.385714285714283,35.4,0.3,79.92857142857143,5.1,1.0357142857142858,23.3
37025,경남,2024-08-27,0,27.49285714285714,33.4,8.6,79.42857142857143,6.266666666666667,1.4111111111111112,22.9
37026,경남,2024-08-28,0,26.771428571428572,31.7,3.7,75.79285714285713,6.1,2.041269841269841,21.8
37027,경남,2024-08-29,0,28.321428571428573,33.9,18.599999999999998,71.15714285714286,7.9,2.668253968253968,23.0
37028,경남,2024-08-30,0,29.2,35.6,0.0,67.28571428571429,7.9,2.1714285714285713,21.2
37029,경남,2024-08-31,1,27.307142857142857,35.7,0.0,70.64285714285714,6.0,1.342857142857143,18.7
37030,경남,2024-09-01,0,26.928571428571427,35.4,0.0,74.29285714285713,4.7,1.2,19.5
37031,경남,2024-09-02,0,26.72142857142857,33.5,4.8,78.00714285714285,4.3,0.9714285714285714,18.5
37032,경남,2024-09-03,0,25.5,31.1,3.5,74.06428571428572,5.2,1.492857142857143,18.6
37033,경남,2024-09-04,0,25.07857142857143,33.2,0.0,71.26428571428572,5.2,1.3714285714285714,16.0
37034,경남,2024-09-05,0,26.707142857142856,34.7,0.0,72.25,4.9,1.2714285714285716,17.0
37035,경남,2024-09-06,0,26.50714285714286,33.7,153.5,84.84285714285714,5.5,1.0,21.7
37036,경남,2024-09-07,0,26.82857142857143,33.4,28.299999999999997,85.38571428571429,4.7,0.9142857142857144,22.5
37037,경남,2024-09-08,0,27.814285714285713,35.1,0.0,81.14285714285714,4.7,0.9571428571428572,23.1
37038,경남,2024-09-09,0,28.114285714285717,35.2,0.0,76.97857142857143,4.4,1.3071428571428572,23.1
37039,경남,2024-09-10,1,28.321428571428573,36.5,0.0,76.04285714285713,5.3,1.2857142857142858,21.7
37040,경남,2024-09-11,0,27.214285714285715,33.9,147.3,87.91428571428571,3.9,0.7642857142857142,23.0
37041,경남,2024-09-12,0,28.099999999999998,35.1,0.7000000000000001,84.49285714285715,4.3,0.9142857142857144,24.1
37042,경남,2024-09-13,0,28.599999999999998,35.9,0.0,79.89285714285714,4.3,1.05,23.2
37043,경남,2024-09-14,0,28.678571428571427,36.5,0.0,78.0,5.1,1.0785714285714287,21.4
37044,경남,2024-09-15,0,28.599999999999998,34.0,1.1,77.03928571428571,5.5,1.657142857142857,22.5
37045,경남,2024-09-16,0,27.907142857142855,34.0,0.1,77.80714285714285,4.5,1.6285714285714286,24.2
37046,경남,2024-09-17,0,29.478571428571428,37.2,1.2000000000000002,77.78571428571429,5.2,1.05,24.3
37047,경남,2024-09-18,0,29.321428571428573,37.2,0.5,76.04285714285713,4.7,1.1428571428571428,23.3
37048,경남,2024-09-19,0,29.17142857142857,37.7,0.0,73.81428571428572,4.5,1.1214285714285714,23.0
37049,경남,2024-09-20,0,26.292857142857144,30.8,1018.0999999999999,91.21428571428571,9.6,1.2642857142857142,23.4
37050,경남,2024-09-21,0,23.42142857142857,29.3,3053.4,95.47857142857143,12.4,1.7642857142857142,19.4
37051,경남,2024-09-22,0,22.114285714285717,25.6,9.7,83.21428571428571,6.288888888888888,1.5626984126984127,18.5
37052,경남,2024-09-23,0,20.599999999999998,26.6,0.4,66.87142857142858,5.1,1.8968253968253967,12.1
37053,경남,2024-09-24,0,20.650000000000002,27.8,0.0,75.19285714285715,5.3,1.4035714285714287,11.4
37054,경남,2024-09-25,0,22.521428571428572,30.8,0.0,76.90714285714286,4.7125,1.2026785714285713,15.3
37055,경남,2024-09-26,0,23.42142857142857,31.0,0.0,77.62857142857142,4.4,0.8964285714285715,16.2
37056,경남,2024-09-27,0,23.842857142857145,31.6,2.1,79.38571428571429,4.933333333333334,1.103968253968254,17.1
37057,경남,2024-09-28,0,23.164285714285715,30.1,0.7000000000000001,77.10714285714286,5.4,1.553968253968254,16.6
37058,경남,2024-09-29,0,21.978571428571428,28.6,0.0,72.67142857142856,5.5,1.5182539682539684,13.1
37059,경남,2024-09-30,0,21.271428571428572,29.9,0.0,77.65714285714286,4.6000000000000005,1.0746031746031746,12.7
37060,경남,2024-10-01,0,21.47142857142857,30.5,0.4,71.16428571428571,6.0,1.5,11.6
37061,경남,2024-10-02,0,17.54285714285714,24.8,0.0,50.392857142857146,6.6,2.0515873015873014,7.8
37062,경남,2024-10-03,0,16.885714285714286,23.8,108.6,74.8,6.444444444444445,2.053174603174603,8.0
37063,경남,2024-10-04,0,17.164285714285715,25.7,0.30000000000000004,76.7,5.533333333333333,1.2976190476190477,7.5
37064,경남,2024-10-05,0,18.02857142857143,26.8,0.0,76.10000000000001,6.911111111111111,1.2293650793650794,8.8
37065,경남,2024-10-06,0,17.507142857142856,24.5,64.1,86.62142857142858,6.677777777777778,1.0158730158730158,10.5
37066,경남,2024-10-07,0,16.70714285714286,23.2,35.1,86.21428571428571,4.4,0.9857142857142858,12.0
37067,경남,2024-10-08,0,18.50714285714286,26.5,1.0,77.22857142857143,4.9,1.2230158730158731,10.0
37068,경남,2024-10-09,0,17.992857142857144,24.8,0.0,75.03571428571429,5.0,1.4047619047619049,9.5
37069,경남,2024-10-10,0,17.864285714285714,26.2,3.6,75.31428571428572,5.233333333333333,1.0563492063492064,9.5
37070,경남,2024-10-11,0,18.071428571428573,27.2,0.0,77.66428571428571,5.044444444444445,0.9452380952380952,10.5
37071,경남,2024-10-12,0,17.942857142857143,27.7,0.0,77.75714285714285,5.266666666666667,0.942063492063492,8.8
37072,경남,2024-10-13,1,18.457142857142856,26.7,0.0,77.75,4.8,1.1936507936507936,8.2
37073,경남,2024-10-14,0,19.392857142857142,25.7,355.0,87.43571428571428,4.688888888888888,0.9642857142857143,13.6
37074,경남,2024-10-15,0,20.292857142857144,26.2,56.400000000000006,93.55714285714285,3.6,0.6571428571428571,14.9
37075,경남,2024-10-16,0,20.235714285714288,27.2,0.0,81.87142857142858,5.5,1.1142857142857143,14.0
37076,경남,2024-10-17,0,19.207142857142856,24.6,0.0,82.53571428571429,5.1,1.1785714285714286,13.3
37077,경남,2024-10-18,0,20.67142857142857,26.6,433.5,89.31428571428572,10.6,1.3571428571428572,14.0
37078,경남,2024-10-19,0,19.957142857142856,29.9,83.6,82.39999999999999,6.5,2.1214285714285714,11.6
37079,경남,2024-10-20,0,14.857142857142858,18.3,0.0,63.357142857142854,6.4,2.335714285714286,9.9
37080,경남,2024-10-21,0,16.349999999999998,23.4,52.4,80.10714285714286,6.0,1.25,8.7
37081,경남,2024-10-22,0,18.535714285714285,22.2,1089.3,96.77857142857144,5.7,1.1,14.0
37082,경남,2024-10-23,0,16.485714285714288,22.3,0.6,65.03571428571429,8.4,2.6785714285714284,6.6
37083,경남,2024-10-24,0,13.407142857142857,23.6,0.0,70.98571428571428,5.6,1.2714285714285716,2.9
37084,경남,2024-10-25,0,15.592857142857143,23.9,0.0,79.27857142857144,5.7,1.3071428571428572,3.1
37085,경남,2024-10-26,0,16.77857142857143,25.9,0.0,78.89285714285714,5.0,1.3071428571428572,9.1
37086,경남,2024-10-27,0,14.892857142857142,19.4,28.6,90.00714285714285,4.1,0.7357142857142858,8.4
37087,경남,2024-10-28,0,15.992857142857144,21.6,4.1,81.05,5.4,1.2857142857142858,9.4
37088,경남,2024-10-29,0,16.2,22.0,0.0,72.91428571428571,6.7,1.4357142857142857,10.0
37089,경남,2024-10-30,0,15.271428571428572,24.7,0.0,77.27857142857144,5.1,1.0214285714285716,7.7
37090,경남,2024-10-31,0,15.65,23.9,0.0,79.72142857142856,5.4,1.1,5.5
37091,경남,2024-11-01,0,14.221428571428572,17.3,590.9,95.77142857142857,5.9,1.0357142857142858,9.5
37092,경남,2024-11-02,0,16.72142857142857,23.0,262.8,84.67142857142858,7.1,1.7,9.9
37093,경남,2024-11-03,0,14.928571428571429,23.2,0.0,82.78571428571429,4.9,0.8928571428571429,8.2
37094,경남,2024-11-04,0,14.964285714285714,23.5,0.0,80.06428571428572,5.3,1.0857142857142856,7.5
37095,경남,2024-11-05,0,12.799999999999999,20.9,0.0,62.0,7.5,1.6857142857142857,3.3
37096,경남,2024-11-06,0,9.585714285714285,17.5,0.0,47.41428571428571,9.3,2.042857142857143,0.2
37097,경남,2024-11-07,0,10.135714285714286,21.2,0.0,72.83571428571427,4.6,0.9,-2.4
37098,경남,2024-11-08,0,12.485714285714286,20.9,0.0,81.53571428571429,4.7,0.8285714285714285,1.2
37099,경남,2024-11-09,0,13.542857142857143,21.7,0.0,80.49285714285715,5.3,1.0357142857142858,6.0
37100,경남,2024-11-10,0,13.264285714285714,20.9,0.0,86.25,4.8,0.7214285714285714,6.4
37101,경남,2024-11-11,0,13.685714285714285,23.5,0.0,81.85000000000001,4.3,0.8642857142857142,4.7
37102,경남,2024-11-12,0,13.707142857142857,22.6,0.0,78.21428571428571,5.1,0.9785714285714286,5.2
37103,경남,2024-11-13,0,12.896825396825395,22.7,0.0,76.23571428571428,4.3,0.9714285714285714,1.8
37104,경남,2024-11-14,0,13.671428571428573,21.7,0.0,80.48571428571428,4.6,0.8571428571428571,4.0
37105,경남,2024-11-15,0,14.792857142857143,21.4,2.6,83.45,4.9,0.8571428571428571,8.1
37106,경남,2024-11-16,0,16.964285714285715,24.6,0.0,78.10000000000001,5.1,0.9571428571428572,6.8
37107,경남,2024-11-17,0,13.407142857142857,20.3,0.0,55.6,7.9,2.107142857142857,3.5
37108,경남,2024-11-18,1,5.978571428571429,12.8,0.0,40.90714285714285,7.5,2.1357142857142857,-3.4
37109,경남,2024-11-19,0,7.228571428571429,15.5,0.0,69.80714285714285,5.3,1.092857142857143,-5.4
37110,경남,2024-11-20,0,8.65,17.2,0.0,68.79285714285714,5.3,1.0357142857142858,-2.2
37111,경남,2024-11-21,0,9.6,18.3,0.0,70.28571428571429,5.4,1.1857142857142857,1.0
37112,경남,2024-11-22,0,8.95,17.1,0.0,59.25,6.3,1.4285714285714286,-1.0
37113,경남,2024-11-23,0,7.228571428571429,17.3,0.0,66.34285714285714,5.3,1.157142857142857,-3.9
37114,경남,2024-11-24,0,8.821428571428571,16.9,0.0,74.55,5.3,0.9714285714285714,-0.7
37115,경남,2024-11-25,0,10.114285714285714,17.3,11.9,76.01428571428572,4.5,1.2285714285714284,-1.9
37116,경남,2024-11-26,0,10.035714285714286,16.0,392.6,67.33571428571429,10.3,2.7785714285714285,2.6
37117,경남,2024-11-27,0,5.164285714285714,9.5,6.1,62.42142857142857,8.2,2.8214285714285716,-0.2
37118,경남,2024-11-28,0,5.871428571428572,11.8,4.4,65.0,8.1,2.6,-0.4
37119,경남,2024-11-29,0,5.792857142857143,10.7,0.5,67.53571428571429,7.1,1.915873015873016,0.1
37120,경남,2024-11-30,0,7.085714285714286,14.6,0.0,61.74285714285714,7.2,1.8714285714285714,-0.4
37121,경남,2024-12-01,0,8.042857142857143,16.9,0.30000000000000004,75.94285714285715,3.6,0.6857142857142857,-1.2
37122,경남,2024-12-02,0,10.264285714285714,19.9,0.0,73.96428571428571,7.3,1.242857142857143,1.6
37123,경남,2024-12-03,0,7.042857142857143,14.4,0.0,46.67857142857143,6.4,1.7214285714285715,-2.5
37124,경남,2024-12-04,0,4.885714285714286,13.2,0.0,53.94285714285714,6.1,1.4785714285714284,-3.1
37125,경남,2024-12-05,0,6.492857142857143,12.3,0.1,59.614285714285714,8.0,2.1285714285714286,-1.0
37126,경남,2024-12-06,0,6.385714285714286,12.3,0.0,55.721428571428575,8.1,2.064285714285714,-1.2
37127,경남,2024-12-07,0,3.65,10.6,0.0,59.51428571428572,5.7,1.6500000000000001,-4.2
37128,경남,2024-12-08,0,3.142857142857143,9.7,0.0,44.535714285714285,7.5,2.392857142857143,-5.0
37129,경남,2024-12-09,0,2.935714285714286,11.2,0.0,59.699999999999996,6.2,1.4714285714285715,-7.8
37130,경남,2024-12-10,0,3.6999999999999997,12.5,0.0,61.957142857142856,5.9,1.1714285714285713,-6.4
37131,경남,2024-12-11,0,4.135714285714285,12.9,0.0,59.800000000000004,5.3,0.9500000000000001,-5.0
37132,경남,2024-12-12,0,3.1714285714285713,12.0,0.0,52.42142857142857,6.5,1.2642857142857142,-7.3
37133,경남,2024-12-13,0,3.1285714285714286,9.9,0.0,45.699999999999996,6.3,1.6357142857142857,-4.4
37134,경남,2024-12-14,0,2.342857142857143,8.7,0.0,47.9,7.2,2.5285714285714285,-5.3
37135,경남,2024-12-15,0,4.0,10.0,0.5,60.17857142857143,9.2,2.2,-5.1
37136,경남,2024-12-16,0,3.992857142857143,10.6,0.0,54.98571428571428,6.4,1.6071428571428572,-3.6
37137,경남,2024-12-17,0,3.7785714285714285,11.2,0.2,54.85,6.9,1.4285714285714286,-3.8
37138,경남,2024-12-18,0,1.0,8.7,0.0,53.07142857142857,7.5,2.1214285714285714,-6.5
37139,경남,2024-12-19,1,0.32142857142857145,9.7,0.0,50.81428571428571,6.2,1.2857142857142858,-10.0
37140,경남,2024-12-20,0,2.392857142857143,11.4,0.0,59.107142857142854,7.5,0.9928571428571429,-7.7
37141,경남,2024-12-21,0,2.8428571428571425,8.3,2.4000000000000004,59.22857142857142,9.5,2.757142857142857,-4.3
37142,경남,2024-12-22,0,0.05000000000000005,7.8,0.0,42.43571428571429,7.8,2.442857142857143,-8.2
37143,경남,2024-12-23,0,2.085714285714286,11.1,0.0,54.042857142857144,7.5,1.8785714285714286,-9.7
37144,경남,2024-12-24,0,2.2785714285714285,10.9,0.0,54.68571428571429,5.5,1.3642857142857143,-6.2
37145,경남,2024-12-25,0,3.1214285714285714,10.9,0.0,60.23571428571428,5.8,1.2,-5.8
37146,경남,2024-12-26,0,4.142857142857143,10.9,0.0,52.67142857142857,9.3,2.442857142857143,-3.5
37147,경남,2024-12-27,0,1.8,7.7,0.4,50.33571428571428,8.5,2.507142857142857,-5.0
37148,경남,2024-12-28,0,0.8785714285714287,6.4,0.0,53.56428571428571,8.0,2.7642857142857147,-4.6
37149,경남,2024-12-29,0,1.9357142857142857,10.2,0.0,63.44285714285714,5.5,1.3214285714285714,-5.9
37150,경남,2024-12-30,0,5.364285714285714,14.0,0.0,65.3,7.1,1.2642857142857142,-4.9
